	System_index	System_name	Genes	Selection_pressure	p	q	Model_input	Rank_of_model_input	Mutation_count
303	19352	GO:0055038	72 genes including: PACSIN2,CFTR,RAB13,B2M,PLEKHB2,VAMP3,SLC9A7,SCAMP3,BAIAP3,LAMP5,MCOLN2,RAB11A,PDLIM4,MICALL1,RFFL,RAB35,SYT5,RAB11FIP4,RAP2C,EHD2,ABHD17A,RAP2B,VTI1B,OPTN,RAB10	0.000005	0.2137	0.8475	0.62|0.571|0.367|0.327|0.297|0.256|0.234|0.232|0.213|0.213|0.207|0.201|0.198|0.192|0.141|0.136|0.12|0.116|0.107|0.104|0.08|0.065|0.059|0.054|0.041	480|602|1544|1823|2043|2374|2575|2601|2778|2778|2834|2901|2935|3005|3556|3621|3796|3840|3944|3971|4241|4421|4494|4562|4758	7|18|4|3|3|2|7|4|8|4|5|3|4|6|3|2|4|4|2|5|2|2|2|5|2
304	19533	GO:0097179	KLK8,SERPINA5,CASP1,CARD16,SERPINB6	0.000002	0.2138	0.8475	0.368|0.174|0.011|0.007|0.0	1535|3184|5169|5224|18217	4|5|4|2|1
305	18842	GO:0031258	DPP4,SLC39A6,ITGB3,NCKAP1,KCNA2,FAP,PLXND1,CFL1,EPHA2,FERMT2,PIEZO1,DOCK8,CD44,APC2,CSPG4,ITGAV,PLEK2,VASP,PDPN,SYNE2,PDXP,ANTXR1	0.000005	0.2158	0.8526	0.701|0.699|0.429|0.42|0.377|0.337|0.082|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0	329|332|1170|1219|1486|1749|4214|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217	9|10|7|12|5|10|7|1|4|3|11|11|4|5|6|10|3|2|0|44|0|2
306	19033	GO:0034366	CLU,PON1,APOA2,APOC3,APOC2,HPR,APOM,APOA1	0.000002	0.2175	0.8565	0.469|0.29|0.052|0.05|0.0|0.0|0.0|0.0	1012|2100|4589|4621|18217|18217|18217|18217	5|5|1|1|1|2|0|3
307	18316	GO:0001527	MFAP5,THSD4,MFAP1,FBN2,ADAMTSL5,MFAP2,MFAP4,ADAMTS10,FBN1,LTBP1	0.000019	0.2183	0.8569	0.558|0.509|0.23|0.185|0.0|0.0|0.0|0.0|0.0|0.0	645|832|2616|3077|18217|18217|18217|18217|18217|18217	5|10|5|16|1|0|1|3|22|15
308	18249	GO:0000243	RBMXL3,SNRPC,SNRNP35,PRPF39,U2AF2,SNRNP70,SNRPD1,SNRPD3,RBMXL2	0.000005	0.2219	0.8682	0.751|0.33|0.116|0.068|0.0|0.0|0.0|0.0|0.0	266|1799|3840|4381|18217|18217|18217|18217|18217	14|3|3|5|2|2|0|0|1
309	18459	GO:0005776	92 genes including: PEG3,TBC1D25,PIP4K2C,TRIM21,PIK3R4,ATG16L1,VPS18,ATG16L2,TMEM74,SQSTM1,RAB24,VPS33A,TP53INP1,GABARAP,MAPK15,TBC1D5,SNAP29,RALB,MAP1LC3B2,HSPA8,DAPK2,MAP1LC3C,MCOLN3,PLEKHF1,USP33	0.000005	0.2232	0.8705	1.097|0.902|0.766|0.437|0.428|0.408|0.371|0.363|0.334|0.327|0.301|0.259|0.225|0.212|0.201|0.199|0.194|0.188|0.181|0.179|0.114|0.091|0.087|0.083|0.078	61|137|253|1134|1177|1304|1517|1571|1771|1823|2016|2356|2661|2787|2901|2923|2974|3046|3112|3135|3868|4115|4150|4202|4266	22|12|9|8|10|6|7|6|5|5|3|6|3|2|4|7|3|3|2|8|4|2|7|2|7
310	18463	GO:0005782	51 genes including: GSTK1,IDH1,CRAT,GNPAT,HAO1,ACOXL,GRHPR,FABP1,PRDX5,EHHADH,PEX7,ACOT8,HSD17B4,NUDT7,FAR1,PIPOX,MLYCD,HAO2,NUDT12,PHYH,CROT,NUDT19,FAR2,HMGCL,CAT	0.000042	0.2248	0.8739	0.597|0.504|0.419|0.416|0.365|0.335|0.335|0.302|0.286|0.218|0.17|0.16|0.158|0.074|0.051|0.042|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0	543|851|1224|1239|1559|1766|1766|2010|2128|2725|3225|3344|3362|4314|4610|4741|18217|18217|18217|18217|18217|18217|18217|18217|18217	6|6|7|8|6|7|4|3|3|7|4|3|8|3|5|3|3|2|2|3|7|0|3|0|2
311	19752	GO:1990712	TF,B2M,TFR2,BMPR1A,BMPR1B,HFE,HJV,TFRC	0.000005	0.2279	0.8831	0.577|0.327|0.139|0.0|0.0|0.0|0.0|0.0	595|1823|3579|18217|18217|18217|18217|18217	10|3|5|2|8|2|0|2
312	18260	GO:0000421	31 genes including: ATG16L1,ATG16L2,TMEM74,GABARAP,SNAP29,MAP1LC3B2,MAP1LC3C,MCOLN3,STX17,TM9SF1,TMEM150B,GABARAPL2,CALCOCO2,ATG14,LAMP2,VMP1,ULK1,PRKD1,WDR81,IRGM,ATG9B,WIPI1,MAP1LC3A,MAP1LC3B,RAB7A	0.000006	0.2379	0.9179	0.408|0.363|0.334|0.212|0.194|0.181|0.091|0.087|0.073|0.065|0.055|0.054|0.019|0.009|0.005|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0	1304|1571|1771|2787|2974|3112|4115|4150|4324|4421|4549|4562|5048|5192|5250|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217	6|6|5|2|3|2|2|7|4|5|2|1|4|3|4|3|2|9|6|1|3|4|0|0|1
313	18905	GO:0031931	RPTOR,TELO2,LARP1,MLST8,AKT1S1,MTOR,TTI1	0.000003	0.2384	0.9179	0.789|0.203|0.043|0.0|0.0|0.0|0.0	230|2878|4730|18217|18217|18217|18217	14|6|9|1|0|20|7
314	18483	GO:0005814	132 genes including: PLK2,OFD1,CCDC88A,CEP152,PCNT,DCTN1,MDM1,CEP192,CEP41,PARP3,CCDC78,CNTROB,RABL2B,IQCB1,CEP19,CEP170,IFT88,CEP290,ODF2,RP2,KIF3A,WRAP73,CEP120,BCCIP,SCLT1	0.000006	0.2468	0.9462	0.915|0.651|0.616|0.504|0.477|0.477|0.466|0.433|0.421|0.413|0.407|0.39|0.388|0.369|0.368|0.357|0.351|0.347|0.324|0.287|0.281|0.281|0.269|0.225|0.219	130|417|489|851|973|973|1022|1153|1216|1260|1312|1401|1415|1525|1535|1606|1646|1676|1847|2114|2171|2171|2276|2661|2717	12|9|14|13|21|9|9|14|5|6|6|7|5|6|4|18|6|15|8|4|5|3|9|5|7
315	19174	GO:0042719	TIMM8B,TIMM13,TIMM9,TIMM10,TIMM10B	0.000003	0.2473	0.9462	0.085|0.063|0.017|0.0|0.0	4180|4449|5080|18217|18217	1|1|1|0|0
316	18937	GO:0032281	27 genes including: SHISA9,CACNG3,VWC2L,CACNG7,ABHD6,CPT1C,GRIA3,CACNG2,CNIH3,GRIA4,SHISA8,OLFM2,OLFM3,CACNG4,DLG3,DLG4,CACNG8,PORCN,SACM1L,CACNG5,ABHD12,GRIA1,GRIA2,VWC2,CNIH2	0.000003	0.2491	0.9500	0.605|0.412|0.322|0.277|0.275|0.26|0.246|0.149|0.126|0.007|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0	516|1274|1862|2210|2227|2348|2470|3464|3726|5224|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217	8|5|4|4|4|8|17|3|2|10|0|3|1|3|4|3|2|4|1|3|2|13|3|0|1
317	18828	GO:0031224	5061 genes including: CDH1,ERBB2,MYH9,MUC17,AKAP9,ERBB3,ATP7A,ABCA7,MUC4,KIAA1109,CSMD3,CACNA1E,USH2A,GRID2,HEG1,GRIN2A,LRP2,TLR7,PKHD1L1,PCDH19,TLR4,SCN10A,MEGF8,FCRL5,IL1RAP	0.000003	0.2506	0.9528	3.233|1.61|1.609|1.457|1.37|1.214|1.192|1.188|1.15|1.143|1.138|1.135|1.101|1.073|1.059|1.048|1.033|1.009|0.985|0.969|0.966|0.925|0.923|0.917|0.916	4|17|18|22|27|42|44|45|51|53|55|56|59|67|72|77|79|85|98|108|109|123|124|127|129	127|30|30|45|30|20|18|14|46|30|44|37|61|14|18|22|39|17|41|18|17|23|22|15|12
318	19173	GO:0042645	43 genes including: CPS1,LRPPRC,POLRMT,MPG,HADHB,DHX30,TFB1M,HSPA9,TUFM,TRMT10C,VDAC1,SHMT2,UQCC2,CLPX,POLG2,TOP1MT,ACADVL,MTERF1,MTERF2,ATAD3A,ELAC2,POLG,FASTKD2,FASTKD5,SLC25A5	0.000024	0.2516	0.9536	0.974|0.436|0.426|0.425|0.421|0.415|0.192|0.175|0.155|0.14|0.084|0.038|0.018|0.013|0.01|0.007|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0	106|1138|1189|1195|1216|1249|3005|3173|3392|3570|4193|4800|5064|5136|5180|5224|18217|18217|18217|18217|18217|18217|18217|18217|18217	17|12|8|5|5|9|4|6|4|4|3|6|1|4|4|3|3|0|0|2|6|5|5|5|0
319	18983	GO:0033017	39 genes including: CASQ2,TRDN,ATP2A1,KLHL41,HRC,CAMK2D,NOS1,AKAP6,NOS1AP,SRI,ART1,DHRS7C,ATP2A3,TMEM38A,CAMK2B,CHERP,TMEM38B,RYR1,RYR2,RYR3,CASQ1,JPH1,JPH2,JPH3,JPH4	0.000001	0.2526	0.9544	0.65|0.542|0.491|0.475|0.377|0.281|0.248|0.193|0.121|0.109|0.086|0.065|0.042|0.019|0.015|0.01|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0	422|696|906|981|1486|2171|2450|2985|3783|3925|4165|4421|4741|5048|5110|5180|18217|18217|18217|18217|18217|18217|18217|18217|18217	9|12|12|6|7|6|15|19|5|2|2|4|4|3|5|5|2|31|65|44|4|6|2|1|2
320	18322	GO:0001652	FBL,SURF6,RRP1B,CLEC3B,CDKN2AIP	0.000001	0.2536	0.9551	0.547|0.186|0.0|0.0|0.0	676|3064|18217|18217|18217	6|3|3|0|3
321	19065	GO:0034707	49 genes including: CFTR,GABRB2,CLIC1,GABRG2,GABRA4,CLCN2,CLCN1,CLIC2,GABRR1,GABRB1,CLCC1,CLDN17,CLIC5,CLCNKB,GABRA2,BEST3,CLIC4,CLIC6,GABRQ,GABRR2,GABRR3,GABRP,GABRG1,GLRA1,GLRA2	0.000014	0.2567	0.9608	0.571|0.509|0.356|0.337|0.335|0.319|0.286|0.283|0.271|0.239|0.181|0.164|0.077|0.072|0.069|0.041|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0	602|832|1615|1749|1766|1885|2128|2153|2260|2523|3112|3303|4279|4335|4365|4758|18217|18217|18217|18217|18217|18217|18217|18217|18217	18|7|3|7|8|8|6|4|4|5|3|4|5|6|5|7|2|3|5|2|1|3|6|3|5
322	18697	GO:0022625	64 genes including: RPL18A,RSL1D1,RPL13A,RPL26,RPL12,RPL10,RPL19,RPL22,RPL37A,RPL35,RPL23,RPL3L,SURF6,RPL23A,RPL41,RPL18,RPL27,RPL9,RPL39L,RPLP2,RPL36,RPL31,RPL32,GEMIN5,NHP2	0.000004	0.2567	0.9608	0.409|0.387|0.378|0.322|0.306|0.299|0.26|0.247|0.22|0.201|0.198|0.196|0.186|0.149|0.145|0.131|0.119|0.111|0.105|0.047|0.019|0.01|0.007|0.0|0.0	1294|1420|1477|1862|1972|2026|2348|2459|2705|2901|2935|2950|3064|3464|3500|3672|3807|3900|3962|4670|5048|5180|5224|18217|18217	4|5|4|3|3|4|3|3|2|2|2|4|3|2|1|2|2|2|1|1|1|1|1|7|1
323	19170	GO:0042629	LYN,BTK,PIK3CD,ANXA1,SNAP23,AKR1B1,SRGN,LAT,LAT2,S100A13,PLA2G3,RASGRP1,CPLX2,CHGA,MILR1,CBL,PIK3CG,CXCR2,NR4A3,MRGPRX2,KIT,NPPA	0.000011	0.2576	0.9612	0.631|0.569|0.392|0.347|0.262|0.259|0.042|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0	454|609|1388|1676|2332|2356|4741|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217	8|10|7|5|3|4|1|1|0|0|3|5|0|0|0|4|4|1|5|2|8|1
324	19374	GO:0061827	TACR2,ALDOA,ADAM30,DEFB132,DNAJB1,TACR1,PLCZ1,WBP2NL,HSP90AB1,CST11	0.000003	0.2636	0.9806	0.571|0.463|0.158|0.043|0.031|0.0|0.0|0.0|0.0|0.0	602|1035|3362|4730|4892|18217|18217|18217|18217|18217	6|6|6|1|3|2|7|1|8|1
325	19508	GO:0090576	TBP,BRF1,GTF3C6,GTF3C4,TBPL2,TBPL1,BDP1,GTF3C1,GTF3C2,GTF3C3,GTF3C5,BRF2	0.000001	0.2648	0.9820	0.51|0.319|0.049|0.045|0.009|0.0|0.0|0.0|0.0|0.0|0.0|0.0	824|1885|4631|4700|5192|18217|18217|18217|18217|18217|18217|18217	6|6|2|6|4|0|13|16|5|3|3|2
326	18446	GO:0005761	85 genes including: MRPL20,MRPL2,MRPL18,MRPS12,MRPL47,MRPL40,MRPL46,MRPL38,MRPS21,MRPL30,MRPL51,MRPL9,MRPL48,MRPS14,MRPS7,MRPS24,MRPL23,MRPS31,MRPL49,MRPS26,MRPS18C,MRPL13,MRPL50,MRPS10,MRPL32	0.000001	0.2688	0.9892	0.496|0.462|0.44|0.367|0.318|0.263|0.245|0.237|0.23|0.193|0.192|0.191|0.179|0.17|0.159|0.133|0.113|0.113|0.104|0.065|0.055|0.053|0.047|0.045|0.033	883|1040|1121|1544|1892|2328|2480|2541|2616|2985|3005|3011|3135|3225|3352|3647|3880|3880|3971|4421|4549|4579|4670|4700|4861	4|5|4|3|4|3|4|5|2|2|2|3|3|2|3|2|2|3|2|2|2|2|2|2|2
327	18259	GO:0000408	OSGEPL1,TPRKB,LAGE3,TP53RK,OSGEP,GON7	0.000006	0.2690	0.9892	0.12|0.096|0.04|0.0|0.0|0.0	3796|4064|4769|18217|18217|18217	3|2|1|0|0|0
328	19328	GO:0045298	TCP10,MAPT,CENPJ,TCP10L,TCP10L2,TPT1,BICD1	0.000003	0.2692	0.9892	0.188|0.132|0.048|0.003|0.0|0.0|0.0	3046|3665|4646|5280|18217|18217|18217	4|7|8|2|3|1|4
329	19145	GO:0042272	ATXN1,XPO5,NXF2,NXF2B,NXF3	0.000003	0.2718	0.9958	0.813|0.233|0.0|0.0|0.0	206|2588|18217|18217|18217	12|10|2|0|5
330	18222	GO:0000118	62 genes including: NCOR1,CHD4,NRIP1,TBL1XR1,SIN3A,PHF12,MTA2,HEY2,HDAC8,SALL1,CIR1,TBL1X,HDAC5,BRMS1,HDAC3,HDAC6,CBX5,DNTTIP1,MORF4L1,SAP18,RBBP7,HDAC2,SATB2,MTA3,ZNF541	0.000008	0.2735	0.9990	1.987|1.171|1.05|0.82|0.69|0.52|0.408|0.389|0.377|0.349|0.311|0.295|0.258|0.207|0.18|0.148|0.144|0.141|0.128|0.085|0.076|0.054|0.053|0.048|0.01	10|48|76|196|359|778|1304|1412|1486|1658|1936|2059|2361|2834|3124|3477|3521|3556|3703|4180|4292|4562|4579|4646|5180	50|26|13|11|13|11|7|5|6|14|5|7|7|3|4|13|2|3|3|2|3|4|7|4|11
331	18320	GO:0001650	134 genes including: FOXA1,NUAK1,FBL,AKNA,CC2D1A,EIF3L,YY1AP1,UBTF,DAB2,PAX5,DKC1,KDM4A,SPATA2,APEX2,MBD6,BTBD10,POLR2F,USO1,ACACA,DEAF1,HEATR1,CD3EAP,CDK12,RREB1,TAF4B	0.000007	0.2749	1.0000	1.82|0.908|0.547|0.536|0.513|0.511|0.496|0.441|0.43|0.412|0.409|0.381|0.367|0.362|0.354|0.34|0.332|0.315|0.287|0.269|0.222|0.216|0.205|0.202|0.19	12|133|676|721|811|820|883|1116|1165|1274|1294|1455|1544|1580|1628|1729|1785|1907|2114|2276|2687|2747|2856|2885|3021	31|12|6|11|8|7|8|9|10|6|7|9|5|7|10|6|3|9|16|5|16|4|13|11|9
332	18547	GO:0005922	GJA5,GJB3,GJA10,GJC2,GJC3,GJA1,GJB2,GJD2,GJA3,GJA4,GJA8,GJA9,GJB1,GJB4,GJB5,GJB6,GJB7,GJC1,GJD3,GJD4	0.000004	0.2797	1.0000	0.672|0.659|0.219|0.136|0.066|0.053|0.031|0.023|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0	379|402|2717|3621|4412|4579|4892|4997|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217	8|7|7|3|2|5|2|3|1|2|3|3|1|2|2|1|1|3|1|2
333	18279	GO:0000788	34 genes including: HIST1H3F,HIST1H4L,HIST1H4J,HIST1H3D,TNP2,H3F3A,HIST3H3,HIST1H3G,TNP1,HIST1H3C,H3F3B,HIST1H4B,HIST1H3I,HIST1H2BA,HIST1H4F,CENPA,IRF4,HIST1H1E,MPHOSPH8,HIST1H3A,HIST1H3B,HIST1H3E,HIST1H3H,HIST1H3J,HIST1H4A	0.000006	0.2851	1.0000	0.619|0.469|0.468|0.399|0.35|0.347|0.326|0.311|0.252|0.251|0.186|0.151|0.125|0.105|0.068|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0	482|1012|1018|1345|1652|1676|1830|1936|2422|2428|3064|3435|3739|3962|4381|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217	6|4|4|4|3|3|3|4|2|3|2|2|2|2|2|0|1|2|5|1|14|1|0|1|1
334	18257	GO:0000346	ZC3H11A,NXF1,THOC1,C12orf50,SARNP,THOC2,CHTOP,POLDIP3,THOC6,ZC3H11B,DDX39B,THOC3,THOC5,THOC7,ALYREF	0.000004	0.2853	1.0000	1.057|0.282|0.15|0.082|0.08|0.068|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0	74|2161|3449|4214|4241|4381|18217|18217|18217|18217|18217|18217|18217|18217|18217	14|6|6|5|2|10|1|1|0|0|1|0|3|2|0
335	18824	GO:0031201	48 genes including: STX1A,SNAP25,NAPA,BLOC1S6,SNAP23,STX3,VAMP3,STX4,TSNARE1,STX2,SNAP29,YKT6,STX6,STX17,VTI1B,STX10,BET1,STXBP2,GOSR1,SNAP47,SYT1,SNX4,NAPB,NAPG,VAMP7	0.000001	0.2858	1.0000	0.574|0.511|0.431|0.316|0.262|0.26|0.256|0.255|0.232|0.215|0.194|0.117|0.113|0.073|0.059|0.043|0.023|0.006|0.005|0.003|0.0|0.0|0.0|0.0|0.0	600|820|1157|1903|2332|2348|2374|2381|2601|2758|2974|3833|3880|4324|4494|4730|4997|5232|5250|5280|18217|18217|18217|18217|18217	6|6|5|3|3|4|2|4|6|4|3|2|3|4|2|2|1|6|2|3|4|2|0|2|4
336	18789	GO:0030896	RAD9A,HUS1B,HUS1,RAD1,RAD9B,LTO1	0.000001	0.2886	1.0000	0.257|0.189|0.012|0.0|0.0|0.0	2364|3027|5153|18217|18217|18217	4|3|2|1|3|0
337	19423	GO:0070876	INIP,NABP2,INTS3,NABP1	0.000002	0.2888	1.0000	0.231|0.057|0.0|0.0	2606|4514|18217|18217	2|2|8|0
338	18701	GO:0030014	TOB1,CNOT6,CNOT10,CNOT2,CNOT3,CNOT1,CNOT11,ZFP36,CNOT4,CNOT6L,CNOT7,CNOT8,CNOT9,PATL1,CPEB3,TNKS1BP1	0.000005	0.2912	1.0000	0.666|0.468|0.248|0.203|0.131|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0	390|1018|2450|2878|3672|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217	7|6|7|6|8|16|2|2|4|2|0|2|0|2|2|14
339	18468	GO:0005787	SPCS1,SEC11A,SEC11C,SPCS2,SPCS3	0.000002	0.2969	1.0000	0.173|0.101|0.0|0.0|0.0	3198|4006|18217|18217|18217	2|2|0|1|1
340	19504	GO:0090543	27 genes including: EXOC4,NUP62,VPS4B,EXOC1,ZFYVE19,BIRC6,CAPG,EXOC7,VPS4A,RALA,CHAMP1,EXOC2,CNTRL,KIF23,OR2A4,USP3,CENPC,ARF6,PDCD6IP,EXOC6,IST1,CEP55,TSG101,CHMP4C,RACGAP1	0.000002	0.2971	1.0000	0.658|0.531|0.465|0.308|0.305|0.272|0.194|0.12|0.046|0.041|0.013|0.005|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0	403|735|1029|1958|1982|2253|2974|3796|4689|4758|5136|5250|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217	8|6|6|8|5|28|3|7|4|2|6|11|17|6|3|1|8|0|2|7|1|3|3|2|4
341	18355	GO:0005576	4169 genes including: CDH1,PTEN,MYH9,VPS13C,HMCN1,TTN,MUC17,HUWE1,EYS,LAMB4,ERBB3,MUC4,F5,ITIH6,USH2A,EML5,HEG1,LRP2,BCAS1,KIF4A,PKHD1L1,TGS1,TG,FLG2,SHROOM2	0.000001	0.2971	1.0000	3.233|2.456|1.609|1.552|1.53|1.49|1.457|1.422|1.256|1.254|1.214|1.15|1.148|1.125|1.101|1.095|1.059|1.033|0.999|0.995|0.985|0.977|0.972|0.957|0.956	4|7|18|19|20|21|22|24|36|37|42|51|52|57|59|63|72|79|90|92|98|104|107|112|113	127|58|30|30|61|189|45|38|24|20|20|46|27|17|61|20|18|39|13|22|41|14|28|28|17
342	19765	GO:1990907	BCL9,TLE3,LDB1,TCF4,BCL9L,TLE1,TLE4,LEF1,PYGO2,TCF7L2,CTNNB1	0.000001	0.3018	1.0000	0.593|0.187|0.124|0.07|0.0|0.0|0.0|0.0|0.0|0.0|0.0	553|3052|3745|4356|18217|18217|18217|18217|18217|18217|18217	13|6|3|9|5|6|4|1|2|4|2
343	19480	GO:0071953	ELN,FBLN1,FBLN5,MFAP4	0.000001	0.3020	1.0000	0.412|0.017|0.0|0.0	1274|5080|18217|18217	7|4|2|1
344	18658	GO:0016593	CDC73,PAF1,WDR61,SETD5,LEO1,CTR9,PEX2,RTF1	0.000001	0.3092	1.0000	0.614|0.267|0.064|0.0|0.0|0.0|0.0|0.0	492|2290|4435|18217|18217|18217|18217|18217	9|5|3|10|3|7|2|4
345	19417	GO:0070776	KAT6B,MEAF6,KAT6A,ING5,BRPF1,BRPF3,BRD1	0.000001	0.3127	1.0000	0.41|0.118|0.022|0.0|0.0|0.0|0.0	1288|3822|5010|18217|18217|18217|18217	20|2|13|0|7|7|4
346	19142	GO:0042101	CD4,TRAT1,BCL10,ALCAM,CD8A,APBB1IP,CD3G,CD247,PTPN6,CEACAM1,CD6,ZAP70,SKAP1,STOML2,CARD11,CD3E,CD8B,CD3D,SYK	0.000002	0.3143	1.0000	0.436|0.389|0.363|0.187|0.163|0.101|0.06|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0	1138|1412|1571|3052|3312|4006|4485|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217	6|4|4|7|3|5|2|0|1|1|2|3|1|0|11|2|0|0|5
347	19081	GO:0035102	CBX8,PCGF6,RNF2,PCGF3,PCGF2,PCGF5,PHC1,PHC2,PHC3,CBX2,CBX4,CBX7,COMMD3-BMI1,BMI1,RING1,PCGF1	0.000001	0.3157	1.0000	0.597|0.162|0.152|0.104|0.091|0.034|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0	543|3319|3429|3971|4115|4851|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217	7|4|3|2|3|2|3|6|6|0|3|0|0|2|1|1
348	18546	GO:0005921	31 genes including: GJA5,GJB3,DBN1,SPECC1L,GJA10,PANX3,GJC2,GJC3,GJA1,GJB2,GJD2,MIP,CALB2,SGSM3,GJA3,CCN3,PANX1,PANX2,GJA4,GJA8,GJA9,GJB1,GJB4,GJB5,TJP1	0.000003	0.3209	1.0000	0.672|0.659|0.447|0.292|0.219|0.155|0.136|0.066|0.053|0.031|0.023|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0	379|402|1090|2086|2717|3392|3621|4412|4579|4892|4997|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217	8|7|7|8|7|4|3|2|5|2|3|1|2|5|1|0|3|1|2|3|3|1|2|2|15
349	18398	GO:0005666	POLR2F,POLR3GL,POLR3E,POLR3F,POLR3G,POLR2L,POLR2E,POLR2H,CRCP,POLR2K,POLR3A,POLR3B,POLR3C,POLR3D,POLR3H,POLR3K,AC243547.3,POLR1C	0.000003	0.3300	1.0000	0.332|0.247|0.242|0.199|0.122|0.108|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0	1785|2459|2503|2923|3773|3933|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217	3|3|6|3|3|1|1|1|0|0|10|6|3|2|0|1|0|3
350	18627	GO:0016021	4903 genes including: CDH1,ERBB2,MYH9,MUC17,AKAP9,ERBB3,ATP7A,ABCA7,MUC4,KIAA1109,CSMD3,CACNA1E,USH2A,GRID2,HEG1,GRIN2A,LRP2,TLR7,PKHD1L1,PCDH19,TLR4,SCN10A,MEGF8,FCRL5,IL1RAP	0.000006	0.3304	1.0000	3.233|1.61|1.609|1.457|1.37|1.214|1.192|1.188|1.15|1.143|1.138|1.135|1.101|1.073|1.059|1.048|1.033|1.009|0.985|0.969|0.966|0.925|0.923|0.917|0.916	4|17|18|22|27|42|44|45|51|53|55|56|59|67|72|77|79|85|98|108|109|123|124|127|129	127|30|30|45|30|20|18|14|46|30|44|37|61|14|18|22|39|17|41|18|17|23|22|15|12
351	18437	GO:0005747	52 genes including: NDUFV1,NDUFS5,NDUFS2,NDUFB9,NDUFV2,NDUFAF1,NDUFB6,FOXRED1,NDUFB10,NDUFA9,NDUFS8,NDUFAB1,WDR93,NDUFB3,NDUFB1,NDUFB4,NDUFB2,NDUFA4,NDUFC2,NDUFA2,PARK7,NDUFA1,NDUFA10,NDUFA11,NDUFA12	0.000001	0.3336	1.0000	0.465|0.443|0.441|0.389|0.377|0.342|0.284|0.279|0.152|0.129|0.099|0.09|0.08|0.063|0.038|0.036|0.035|0.029|0.029|0.012|0.0|0.0|0.0|0.0|0.0	1029|1104|1116|1412|1486|1716|2144|2193|3429|3691|4030|4123|4241|4449|4800|4824|4831|4908|4908|5153|18217|18217|18217|18217|18217	6|4|6|4|4|5|3|4|2|4|2|2|8|1|1|1|1|1|1|1|0|2|3|1|1
352	18399	GO:0005667	357 genes including: TP53,RUNX1,TAF1,TAF1L,NPAS4,RB1,SIN3A,TLE6,SMAD4,BCL9,E2F1,HAND2,CBFB,TBP,SNAPC1,LDB2,STAT3,ABT1,MEF2A,USF1,TRIM28,MYF6,SIX6,SMAD2,SNF8	0.000005	0.3481	1.0000	4.24|2.112|1.225|1.069|0.984|0.886|0.69|0.606|0.599|0.593|0.589|0.583|0.545|0.51|0.51|0.501|0.501|0.484|0.465|0.462|0.446|0.425|0.421|0.413|0.412	1|9|40|68|100|144|359|513|537|553|561|572|682|824|824|863|863|947|1029|1040|1092|1195|1216|1260|1274	346|40|24|22|13|25|13|9|9|13|6|7|23|6|6|9|10|5|6|5|8|6|5|6|5
