	brca_diff_log_ps5	luad_diff_log_ps5	ucec_diff_log_ps5	lgg_diff_log_ps5	hnsc_diff_log_ps5	prad_diff_log_ps5	thca_diff_log_ps5	lusc_diff_log_ps5	skcm_diff_log_ps5	stad_diff_log_ps5	ov_diff_log_ps5	blca_diff_log_ps5	gbm_diff_log_ps5	coad_diff_log_ps5	lihc_diff_log_ps5	kirc_diff_log_ps5	cesc_diff_log_ps5	kirp_diff_log_ps5	sarc_diff_log_ps5	laml_diff_log_ps5	esca_diff_log_ps5	pcpg_diff_log_ps5	paad_diff_log_ps5	tgct_diff_log_ps5	read_diff_log_ps5	thym_diff_log_ps5	acc_diff_log_ps5	meso_diff_log_ps5	uvm_diff_log_ps5	kich_diff_log_ps5	ucs_diff_log_ps5	dlbc_diff_log_ps5	chol_diff_log_ps5	pancancer_diff_log_ps5
PARP10	0.0	0.0	0.918	0.0	0.0	0.016	0.323	0.0	0.0	0.0	0.169	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PARP11	0.0	0.0	0.0	0.0	0.0	0.099	0.0	0.0	0.0	0.053	0.0	0.0	0.0	0.0	0.252	0.059	0.0	0.0	0.098	0.0	0.0	0.0	0.074	0.0	0.074	0.0	0.147	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PARP12	0.0	0.0	0.0	0.312	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.213	0.0	0.0	0.0	0.099	0.0	0.0	0.132	0.127	0.0	0.0	0.334	0.0	0.0	0.0	0.0	0.084	0.127	0.0
PARP14	0.0	0.0	0.0	0.0	0.046	0.0	0.0	0.0	0.0	0.63	0.0	0.013	0.0	0.0	0.0	0.0	0.528	0.0	0.0	0.536	0.0	0.0	0.0	0.031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PARP15	0.412	0.0	0.258	0.0	0.0	0.0	0.0	0.219	0.018	0.0	0.0	0.0	0.036	0.358	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.179	0.129	0.109	0.291	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PARP16	0.0	0.0	0.0	0.013	0.0	0.232	0.0	0.0	0.0	0.0	0.162	0.0	0.064	0.0	0.0	0.088	0.0	0.176	0.118	0.0	0.05	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PARP2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.132	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.251	0.0	0.0	0.0
PARP3	0.413	0.559	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PARP4	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.0	0.0	0.0	0.505	0.02	0.0	0.0	0.0	0.0	0.243	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PARP6	0.0	0.0	0.0	0.0	0.0	0.0	0.225	0.011	0.0	0.0	0.0	0.0	0.0	0.502	0.0	0.0	0.0	0.159	0.0	0.307	0.0	0.0	0.0	0.0	0.087	0.0	0.125	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PARP8	0.0	0.0	0.0	0.0	0.288	0.066	0.0	0.308	0.0	0.0	0.0	0.098	0.0	0.0	0.0	0.0	0.0	0.156	0.049	0.0	0.201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PARP9	0.654	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.067	0.006	0.0	0.184	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.109	0.0	0.032	0.0	0.0	0.0	0.0	0.0	0.069	0.086	0.0	0.0
PARPBP	0.035	0.0	1.466	0.0	0.0	0.0	0.09	0.173	0.0	0.0	0.0	0.518	0.039	0.437	0.0	0.0	0.245	0.0	0.0	0.112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.143	0.0	0.104	0.0	0.0	0.0
PARS2	0.012	0.0	0.865	0.0	0.531	0.0	0.0	0.478	0.0	0.0	0.277	0.0	0.0	0.0	0.0	0.016	0.0	0.051	0.0	0.248	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PARVA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.127	0.0	0.0	0.0	0.0
PARVB	0.0	0.0	0.0	0.0	0.0	0.079	0.0	0.0	0.0	0.0	0.0	0.286	0.033	0.482	0.0	0.0	0.106	0.0	0.0	0.0	0.0	0.0	0.233	0.0	0.116	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PARVG	0.0	0.781	0.0	0.0	0.0	0.401	0.0	0.0	0.0	0.11	0.0	0.0	0.085	0.0	0.0	0.0	0.0	0.0	0.121	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.129	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PASD1	0.544	0.0	0.0	0.1	0.25	0.542	0.0	0.157	0.0	0.177	0.0	0.0	0.316	0.0	0.0	0.119	0.0	0.0	0.272	0.0	0.347	0.0	0.102	0.0	0.279	0.0	0.0	0.0	0.0	0.0	0.044	0.0	0.0	0.0
PASK	0.095	0.0	0.0	0.0	0.0	0.0	0.073	0.906	0.0	0.0	0.108	0.0	0.0	0.347	0.0	0.0	0.0	0.0	0.318	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.096	0.0	0.0	0.015	0.0	0.0	0.0	0.0
PATE1	0.0	0.612	0.422	0.0	0.328	0.0	0.158	0.0	0.0	0.0	0.0	0.0	0.054	0.097	0.0	0.0	0.0	0.122	0.0	0.0	0.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PATE2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.069	0.145	0.0	0.139	0.047	0.129	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PATE3	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.101	0.0	0.061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PATE4	0.186	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.233	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.101	0.0	0.0	0.0	0.0	0.0	0.0	0.174	0.0	0.0
PATJ	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PATL1	0.0	0.0	0.648	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.186	0.0	0.0	0.0	0.0	0.0	0.446	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.089	0.0	0.0	0.0
PATL2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.088	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PATZ1	0.0	0.0	0.0	0.0	0.0	0.038	0.043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.091	0.14	0.0	0.076	0.171	0.0	0.0	0.0	0.0	0.0	0.234	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PAWR	0.0	0.114	0.056	0.0	0.0	0.0	0.099	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.329	0.237	0.0	0.0	0.0	0.0	0.084	0.0	0.288	0.0	0.0	0.151	0.0	0.0	0.0	0.0	0.0	0.0
PAX1	0.0	0.0	1.148	0.0	0.089	0.0	0.0	0.0	0.372	0.099	0.0	0.031	0.0	0.0	0.241	0.0	0.04	0.0	0.0	0.0	0.422	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.112	0.0	0.0
PAX2	0.0	0.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.266	0.0	0.095	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PAX3	0.0	0.207	0.0	0.0	0.249	0.283	0.0	0.0	0.0	0.376	0.368	0.614	0.0	1.127	0.426	0.0	0.0	0.0	0.0	0.075	0.046	0.134	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.146	0.0
PAX4	0.0	0.0	0.0	0.426	0.0	0.227	0.0	0.705	0.0	0.505	0.0	0.0	0.308	0.0	0.0	0.234	0.153	0.0	0.041	0.0	0.396	0.0	0.035	0.0	0.297	0.0	0.124	0.0	0.0	0.144	0.0	0.124	0.0	0.0
PAX5	0.412	0.0	0.495	0.0	0.782	0.357	0.0	0.436	0.0	0.0	0.0	0.0	0.264	0.899	0.0	0.0	0.0	0.069	0.08	0.105	0.0	0.0	0.071	0.0	0.254	0.153	0.0	0.302	0.0	0.0	0.0	0.311	0.0	0.0
PAX6	0.158	0.0	1.257	0.0	0.0	0.0	0.0	0.144	0.0	0.592	0.0	0.0	0.018	0.239	0.0	0.0	0.0	0.0	0.26	0.0	0.0	0.0	0.0	0.0	0.063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.146	0.0
PAX7	0.0	0.0	0.0	0.135	0.061	0.0	0.0	0.676	0.0	0.0	0.057	0.0	0.0	0.0	0.122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.292	0.088	0.0	0.162	0.0	0.0	0.0	0.0	0.0
PAX8	0.0	0.462	0.0	0.152	0.0	0.0	0.093	0.545	0.0	0.307	0.229	0.0	0.185	0.08	0.288	0.0	0.0	0.153	0.0	0.0	0.0	0.0	0.042	0.139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.139	0.139	0.0
PAX9	0.0	0.0	0.0	0.0	0.0	0.199	0.0	0.0	0.0	0.0	0.152	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.016	0.0	0.0	0.0	0.203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PAXBP1	0.109	0.0	1.382	0.0	0.0	0.0	0.026	0.0	0.0	0.0	0.0	0.0	0.0	0.302	0.0	0.503	0.03	0.0	0.108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.108	0.133	0.0	0.0	0.0	0.0
PAXIP1	0.0	0.0	0.0	0.151	0.0	0.0	0.0	0.0	0.0	0.0	0.353	0.0	0.0	0.0	0.0	0.0	0.65	0.623	0.0	0.0	0.074	0.109	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PBDC1	0.192	0.0	1.315	0.225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.313	0.106	0.0	0.0	0.049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.161	0.0	0.0
PBK	0.274	0.0	0.591	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.188	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.083	0.0	0.0	0.0	0.0	0.0	0.0	0.161	0.0	0.0	0.0	0.0
PBLD	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.318	0.53	0.0	0.0	0.0	0.101	0.346	0.058	0.059	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PBOV1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.114	0.0	0.033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.167	0.121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PBRM1	0.0	0.0	1.225	0.298	0.05	0.0	0.0	0.0	0.0	0.486	0.0	0.0	0.0	0.778	0.567	3.368	0.0	0.754	0.241	0.345	0.0	0.0	0.383	0.12	0.0	0.2	0.022	0.221	0.0	0.0	0.08	0.022	0.814	3.448
PBX1	0.0	0.0	0.0	0.0	0.0	0.065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.421	0.0	0.0	0.301	0.0	0.134	0.112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.073	0.0	0.0	0.0
PBX2	0.0	0.0	0.0	0.0	0.166	0.0	0.007	0.0	0.0	0.547	0.0	0.736	0.0	0.0	0.0	0.033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.159	0.0	0.0	0.0	0.0
PBX3	0.0	0.346	0.234	0.0	0.0	0.0	0.129	0.109	0.0	0.0	0.0	0.0	0.0	0.105	0.0	0.0	0.266	0.002	0.024	0.0	0.21	0.0	0.053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.147	0.0	0.0	0.0
PBX4	0.053	0.0	0.0	0.158	0.0	0.0	0.0	0.0	0.0	0.0	0.452	0.0	0.252	0.0	0.0	0.0	0.0	0.028	0.0	0.0	0.0	0.0	0.209	0.0	0.026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PBXIP1	0.114	0.288	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.132	0.0	0.0	0.276	0.172	0.0	0.078	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PC	0.0	0.0	0.0	0.018	0.232	0.0	0.318	0.0	0.0	0.547	0.175	0.0	0.0	0.0	0.0	0.0	0.0	0.301	0.0	0.0	0.0	0.0	0.126	0.0	0.157	0.274	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PCBD1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.091	0.0	0.0	0.0	0.152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PCBD2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.085	0.148	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PCBP1	0.0	0.368	0.0	0.0	0.0	0.0	0.117	0.0	0.0	0.0	0.036	0.715	0.0	1.065	0.431	0.097	0.0	0.239	0.0	0.0	0.0	0.0	0.003	0.0	0.953	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004
PCBP2	0.5	0.0	0.0	0.364	0.089	0.001	0.0	0.0	0.0	0.0	0.103	0.0	0.0	0.0	0.0	0.02	0.0	0.003	0.0	0.0	0.0	0.0	0.07	0.0	0.23	0.153	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PCBP3	0.0	0.174	0.0	0.037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.282	0.0	0.0	0.02	0.066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.109	0.0	0.0	0.0	0.0	0.126	0.0	0.0
PCBP4	0.055	0.0	0.0	0.275	0.178	0.029	0.129	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.129	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PCCA	0.0	0.0	0.0	0.0	0.422	0.0	0.013	0.663	0.0	1.31	0.008	0.056	0.071	0.0	0.0	0.0	0.0	0.124	0.0	0.0	0.0	0.0	0.0	0.0	0.334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PCCB	0.0	0.0	0.306	0.098	0.0	0.0	0.0	0.362	0.0	0.08	0.0	0.023	0.0	0.0	0.0	0.213	0.0	0.002	0.055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PCDH1	0.514	0.677	0.0	0.0	0.405	0.0	0.0	0.314	0.203	0.0	0.063	0.0	0.157	0.0	0.062	0.467	0.0	0.0	0.163	0.239	0.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.262	0.0	0.388	0.0	0.0
PCDH10	0.0	0.0	0.944	0.053	0.188	0.673	0.0	0.0	0.0	0.512	0.555	0.0	0.156	0.0	0.086	0.44	0.0	0.086	0.0	0.0	0.0	0.0	0.033	0.0	0.0	0.0	0.0	0.093	0.0	0.0	0.0	0.0	0.112	0.0
PCDH11X	0.846	0.0	0.0	0.0	1.254	0.0	0.363	1.986	0.0	0.903	0.0	0.407	0.474	1.335	0.0	0.311	0.273	0.0	0.0	0.054	0.609	0.0	0.125	0.0	0.715	0.0	0.169	0.0	0.0	0.0	0.0	0.046	0.12	2.035
PCDH11Y	0.0	1.024	0.0	0.0	0.0	0.0	0.074	0.776	0.0	0.117	0.0	0.492	0.585	0.766	0.835	0.038	0.0	0.0	0.226	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.291
PCDH12	0.0	0.016	0.0	0.361	0.0	0.105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.541	0.0	0.0	0.0	0.0	0.123	0.0	0.0	0.0	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.249	0.0	0.0	0.0
PCDH15	0.888	0.0	0.0	0.0	0.0	0.0	0.0	1.85	0.0	0.208	0.0	0.0	0.0	1.36	0.0	0.741	0.0	0.0	0.0	0.0	0.395	0.0	0.461	0.0	0.0	0.0	0.213	0.0	0.0	0.0	0.0	0.075	0.0	0.0
PCDH17	0.0	0.0	0.0	0.0	0.0	0.21	0.126	0.007	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.199	0.0	0.113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PCDH18	0.14	0.839	0.0	0.0	0.0	0.057	0.0	0.0	0.0	0.0	0.072	0.0	0.0	0.241	0.292	0.0	0.0	0.0	0.0	0.0	0.26	0.0	0.177	0.0	0.222	0.0	0.026	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PCDH19	0.969	0.206	0.0	0.655	0.0	0.38	0.0	0.0	0.0	0.773	0.0	0.0	0.0	0.0	0.0	0.0	0.648	0.0	0.0	0.0	0.0	0.0	0.199	0.0	0.213	0.0	0.0	0.0	0.0	0.0	0.026	0.0	0.0	0.0
PCDH20	0.0	0.589	0.474	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.075	0.0	0.0	0.0	0.145	0.0	0.046	0.018	0.0	0.584	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PCDH7	0.0	0.0	0.0	0.157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.622	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.282	0.0	0.0	0.324	0.0	0.0	0.0	0.0	0.166	0.097	0.0
PCDH8	0.0	0.526	0.0	0.0	0.304	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.652	0.0	0.0	0.0	0.108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.041	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PCDH9	0.0	0.0	0.12	0.0	0.0	0.266	0.0	0.0	0.0	0.0	0.243	1.035	0.029	0.895	0.0	0.0	0.0	0.0	0.0	0.0	0.935	0.0	0.549	0.0	0.261	0.0	0.112	0.0	0.0	0.0	0.146	0.0	0.0	0.0
PCDHA1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PCDHA10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PCDHA11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PCDHA12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PCDHA13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PCDHA2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PCDHA3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PCDHA4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PCDHA5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PCDHA6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PCDHA7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PCDHA8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PCDHA9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PCDHAC1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PCDHAC2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PCDHB1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PCDHB10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PCDHB11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PCDHB12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PCDHB13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PCDHB14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PCDHB15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PCDHB16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PCDHB2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
