	System index	System clixo/louvain name	Genes	Selection pressure	p	q	Mutation model input	Rank of model input	Mutation count
436	21652	23250	HRAS,RPL4,FAU,RPS13,RPL6,RPL5,RPL12,RPS11,RPL7A,RPL9,RPL3,RPS3A	0.000002	0.2304	1.0000	1.337|0.486|0.049|0.04|0.038|0.01|0.0|0.0|0.0|0.0|0.0|0.0	42|837|3645|3723|3746|4079|17469|17469|17469|17469|17469|17469	17|7|2|2|3|3|0|1|0|1|1|1
437	20712	22308	RPL34,FAU,RPL37,RPS23,RPL36AL	0.000003	0.2504	1.0000	0.179|0.049|0.0|0.0|0.0	2510|3645|17469|17469|17469	2|2|0|0|0
438	21237	22833	CD86,CLEC7A,FPR1,CTSS,C5AR2,ADAP2,CYBB	0.000001	0.2519	1.0000	0.524|0.203|0.04|0.0|0.0|0.0|0.0	716|2312|3723|17469|17469|17469|17469	7|4|4|0|1|1|3
439	21620	23217	FCGR2A,LILRA6,CLEC4D,FPR1,FGR,DOK3,NLRC4,SPI1,CCR5,FPR2,HCK	0.000003	0.2525	1.0000	0.225|0.123|0.12|0.04|0.0|0.0|0.0|0.0|0.0|0.0|0.0	2160|2964|2978|3723|17469|17469|17469|17469|17469|17469|17469	5|7|3|4|5|1|9|2|5|6|6
440	21492	23088	RPS2,RPL34,RPL7,RPL6,RPL37A,RPS7,RPLP0,RPS3A,RPL32	0.000002	0.2551	1.0000	0.302|0.179|0.051|0.038|0.008|0.0|0.0|0.0|0.0	1655|2510|3632|3746|4097|17469|17469|17469|17469	5|2|3|3|1|2|3|1|1
441	21503	23100	TBK1,HTRA2,BIRC7,UBE2K,DIABLO,BIRC2,XIAP,UBE2D2,GSPT1	0.000001	0.2565	1.0000	0.316|0.108|0.067|0.0|0.0|0.0|0.0|0.0|0.0	1566|3085|3488|17469|17469|17469|17469|17469|17469	7|6|4|1|3|3|4|1|2
442	21070	22666	YTHDC1,PABPC4,TRA2A,SRSF5,MOV10,LARP1	0.000004	0.2620	1.0000	0.562|0.274|0.029|0.0|0.0|0.0	623|1827|3864|17469|17469|17469	8|8|3|2|7|8
443	21867	23467	FBXW7,FBXO34,KDM2B,NFKBIA,CUL1,FBXO42,SKP1,CDK9,ZC3HC1,SKP2,FBXO4,PDCD4,CDCA3,NUAK1,PCGF1,SMURF1,CDC25A,USP47,FBXL15,FBXL2,FBXL20,ARIH1,FBXL3,IFNAR1,UBC,FBXO11,FBXO18,FBXO22,FBXO3,CUL7,FBXL17,FBXO44,UBE2R2,FBXO25,FBXO5,FBXO6,FBXO7,FBXW11,FBXW2,VCP,CAND1,NEDD8,CDC25B,FBXL5,BTRC,HINT1,CDC34,RBX1	0.000001	0.2649	1.0000	1.885|0.714|0.576|0.544|0.48|0.338|0.337|0.332|0.308|0.307|0.25|0.246|0.048|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0	14|349|594|663|847|1455|1459|1482|1619|1624|1999|2016|3657|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469	33|11|14|6|19|13|5|7|9|6|5|6|3|7|2|8|5|14|0|5|3|4|3|3|6|6|8|6|2|15|3|1|2|0|5|1|2|1|4|4|9|1|2|5|4|0|1|1
444	22486	cut0.3-475	380 genes including: RHOA,MAN2A1,BAZ2B,BRIP1,FAM193A,HACL1,ZNF800,NBPF1,UGP2,CD46,LRIG3,TAOK3,ZRANB1,DPP8,DHX36,ADAT1,SETD5,MBTPS2,PRDM11,PLEKHA7,NBEAL1,MEA1,OSBPL3,ATE1,ZNF710,PAQR8,SCYL3,OXR1,RNF141,METTL6,FAM50B,LYSMD1,GOLIM4,NEU3,FAM120B,GNE,CPNE1,TMCC1,L3MBTL3,HERPUD2,XYLB,KRCC1,FAM168B,ZNHIT6,NHLRC2,TRMT12,EYA3,ARMCX6,RSPRY1,LAPTM4A	0.000238	0.2731	1.0000	1.462|1.071|0.88|0.831|0.801|0.73|0.721|0.634|0.628|0.607|0.568|0.538|0.531|0.526|0.504|0.475|0.475|0.44|0.434|0.43|0.416|0.414|0.413|0.408|0.397|0.387|0.381|0.37|0.356|0.354|0.352|0.347|0.322|0.312|0.283|0.276|0.271|0.267|0.267|0.263|0.258|0.253|0.236|0.233|0.23|0.223|0.221|0.205|0.198|0.193	30|87|188|229|252|320|342|474|484|531|611|680|695|711|782|871|871|992|1023|1035|1084|1095|1101|1121|1162|1202|1225|1282|1357|1370|1383|1404|1533|1593|1776|1812|1855|1886|1886|1906|1939|1972|2084|2094|2117|2178|2188|2295|2343|2387	19|15|25|21|23|11|12|19|8|8|11|11|9|9|12|9|15|5|7|15|18|5|14|8|10|6|9|10|4|5|6|5|9|6|8|8|10|8|8|4|7|4|4|6|7|7|6|4|7|4
445	22044	cut0.25-204	1371 genes including: EP300,ERCC2,RHOA,BCLAF1,KIAA0368,SF3B1,METTL3,SF3B3,UTP20,IPO7,EIF4G3,THRAP3,RBM10,BRCA2,EIF4A2,DDX3X,CMSS1,PSMC6,RBM17,RIOK2,HNRNPA2B1,SPATA5,SARNP,ZNF800,DDX52,U2AF1,CLK2,EEF1A1,SNRPB,OGDH,NAP1L1,CHMP2A,DBT,CYC1,RBM14,HNRNPK,UBE3A,NANOS3,MTDH,CEBPZ,NGLY1,EIF2B4,PRDX4,YTHDC1,PAIP1,KHDRBS1,GNL3L,TRMT1L,FUS,TNPO1	0.000001	0.2802	1.0000	2.061|1.915|1.462|1.359|1.342|1.313|1.19|1.187|1.108|0.981|0.958|0.93|0.928|0.923|0.919|0.91|0.874|0.871|0.841|0.823|0.81|0.751|0.725|0.721|0.72|0.705|0.695|0.687|0.682|0.677|0.668|0.665|0.661|0.653|0.626|0.618|0.609|0.598|0.596|0.592|0.587|0.581|0.573|0.562|0.559|0.546|0.544|0.539|0.538|0.532	11|12|30|38|41|45|59|60|78|118|128|148|149|154|158|166|196|198|218|239|246|300|335|342|343|355|366|379|382|392|407|410|419|436|492|507|528|547|550|558|568|576|601|623|632|658|663|677|680|693	63|38|19|22|19|24|17|22|25|20|24|17|17|40|12|16|10|11|11|10|11|14|8|12|10|8|11|10|7|18|10|8|6|8|7|9|12|6|7|13|10|10|7|8|10|9|9|7|9|12
446	21731	23330	IFNG,CXCL12,IL12B,CXCR4,CCL13,CD4,TAT,DPP4,ADA,CX3CR1,CCL5,CCR1,CCR3,CCR5,CCRL2,IL2	0.000001	0.2873	1.0000	0.242|0.169|0.165|0.094|0.07|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0	2039|2600|2623|3230|3455|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469	3|4|4|4|2|3|4|10|4|4|1|1|2|5|3|1
447	21938	cut0.15-50	1228 genes including: PIK3CA,MACF1,RHOA,AKAP9,PARD3,CASP8,RB1CC1,COG5,CTNNB1,CAP1,LRRFIP2,TLN1,TFG,ZBTB7B,ATP6V1A,ZFYVE16,TRAF3IP2,TOR1AIP1,FNDC3A,ACTG1,CEP170,CABS1,SEC16A,MARK2,STAT1,LMTK2,SDCCAG8,CHMP2A,LPP,SLK,EXOC4,HERC4,FRS2,DOCK7,BCAS3,GOLGA5,DMXL1,EXOC1,UBL4A,ZMPSTE24,YWHAZ,VPS37B,PRDX4,CLTC,DCAF6,PICALM,UBA6,WASF2,TRIP4,PAK2	0.001106	0.2923	1.0000	2.782|1.583|1.462|1.452|1.277|0.953|0.938|0.916|0.891|0.885|0.879|0.876|0.865|0.831|0.79|0.784|0.774|0.768|0.759|0.742|0.741|0.731|0.724|0.7|0.688|0.679|0.67|0.665|0.661|0.661|0.643|0.636|0.634|0.62|0.62|0.611|0.605|0.605|0.605|0.579|0.578|0.577|0.573|0.571|0.57|0.568|0.563|0.561|0.559|0.548	2|24|30|31|50|135|145|160|178|184|191|194|208|229|259|267|281|287|294|309|311|319|336|359|374|391|403|410|419|419|450|465|474|502|502|523|538|538|538|584|587|589|601|605|607|611|622|626|632|652	89|59|19|46|24|15|22|14|14|12|11|20|11|12|11|13|13|11|13|11|17|8|15|12|11|20|11|8|10|12|13|10|9|19|11|11|26|9|6|8|7|7|7|19|13|9|12|8|7|10
448	21966	cut0.2-61	MUC21,TGM3,KLK13,SPRR1B,CRCT1,SPRR2D,SPRR2F,SPRR2A,SPRR2B,CRNN,GBP6,SERPINB13,LCE3D,KRT16,KRT17,A2ML1,KRT6A,RHCG,TGM1,TMPRSS11B,TGM5,RHBG,KRT4,LY6D,FAM25A,KRT6B,KRT6C,KRT72,SPRR2E,KRT78,SPRR3,DEFB103A,WFDC12,SPRR1A,RNF222,OR6C70,KLK10,LCE3E,CYSRT1,KRTAP5-3,SULT2B1,PRSS27,CLCA2,CNFN,GPR87,PI3,DSG3,TMEM40,HCG22,KRT13	0.000005	0.3156	1.0000	0.628|0.452|0.283|0.25|0.17|0.1|0.1|0.1|0.097|0.093|0.076|0.074|0.021|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0	484|950|1776|1999|2594|3162|3162|3162|3203|3241|3393|3419|3950|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469	7|9|5|2|2|1|1|1|1|3|7|5|1|5|5|12|5|4|7|3|7|5|4|0|0|3|6|4|0|6|1|0|1|1|0|2|3|0|0|0|2|1|5|1|2|1|7|2|0|3
449	21870	23470	51 genes including: HSP90AA1,CEBPZ,TRAPPC8,SNAP29,CDK7,TAX1BP1,ANXA7,FAM175B,POLR2B,EIF3M,DNAJC14,MARCH6,ASNA1,G3BP2,UFL1,METAP2,NCOA4,FASTKD2,CTDP1,AP3B1,ELAC2,MMADHC,PRMT6,STUB1,HSPA1A,NUFIP1,PIK3R4,PSME3,ADD1,ELP3,DYNC1H1,SMG8,UBE2G1,RNF26,FBXO38,PCGF6,RAD54L2,OSBP,QARS,ACTR10,NSMCE2,HSPA1B,SRP9,GTF2B,RPAP3,GTF2H1,PDCD2,IDE,MAPK1,TINF2	0.000003	0.3165	1.0000	1.227|0.592|0.533|0.412|0.382|0.379|0.336|0.237|0.227|0.22|0.187|0.13|0.116|0.077|0.036|0.017|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0	55|558|691|1105|1223|1236|1465|2075|2142|2192|2431|2894|3016|3386|3779|3997|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469|17469	21|13|11|5|6|8|7|7|12|6|9|7|5|5|7|4|6|3|4|13|3|2|3|2|3|4|11|1|11|2|32|10|0|1|6|0|10|6|6|3|2|3|1|2|3|5|1|6|2|4
450	22489	cut0.3-478	876 genes including: ARID1A,FGFR3,EP300,NFE2L2,HRAS,PTEN,UTP20,EIF4G3,CASP8,EIF4A2,DDX3X,CSNK2A1,LEO1,CMSS1,PSMC6,RIOK2,WAC,MCM4,CHD1,BUD13,DDX52,EEF1A1,SNRPB,NAP1L1,TMEM132A,UBE3A,EXOSC10,NANOS3,MTDH,CEBPZ,EIF2B4,YTHDC1,PAIP1,KHDRBS1,GNL3L,TRMT1L,FUS,DDX5,MAEL,NOC3L,SRP68,UBA52,XPOT,CCT6B,CHEK2,EIF3A,PSMD1,NEMF,RPL4,EIF3I	0.000003	0.3220	1.0000	2.674|2.209|2.061|1.584|1.337|1.205|1.108|0.958|0.953|0.919|0.91|0.889|0.884|0.874|0.871|0.823|0.792|0.783|0.782|0.763|0.72|0.687|0.682|0.668|0.615|0.609|0.599|0.598|0.596|0.592|0.581|0.562|0.559|0.546|0.544|0.539|0.538|0.52|0.512|0.508|0.507|0.5|0.499|0.493|0.493|0.491|0.491|0.487|0.486|0.483	5|8|11|23|42|58|78|128|135|158|166|181|185|196|198|239|257|268|270|291|343|379|382|407|511|528|544|547|550|558|576|623|632|658|663|677|680|728|750|766|769|797|800|818|818|825|825|836|837|841	104|57|63|26|17|16|25|24|15|12|16|12|13|10|11|10|15|13|18|12|10|10|7|10|11|12|14|6|7|13|10|8|10|9|9|7|9|11|8|11|12|7|10|8|10|15|8|9|7|7
451	22431	cut0.3-424	EPHA5,EPHB2,EFNB2,EPHB4,EPHB6,EFNB1,EFNA5,SDC3,EFNB3,EPHA3,EPHA4,EPHA7,EPHB1,EPHB3	0.000002	0.3304	1.0000	0.87|0.302|0.268|0.123|0.004|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0	200|1655|1880|2964|4140|17469|17469|17469|17469|17469|17469|17469|17469|17469	23|10|5|7|11|2|2|3|4|20|2|13|13|9
452	21929	cut0.15-40	IFNA4,IFNA10,IFNA2,IFNA5,IFNA13,IFNA14,IFNA17,IFNA6,IFNA7,IFNA8,IFNA1	0.000001	0.3919	1.0000	0.334|0.031|0.022|0.016|0.0|0.0|0.0|0.0|0.0|0.0|0.0	1473|3843|3938|4005|17469|17469|17469|17469|17469|17469|17469	4|2|2|2|1|1|1|0|0|1|1
453	22483	cut0.3-472	219 genes including: COL5A2,LTBP1,VCAN,RUSC2,SULF1,COL7A1,COL11A1,LAMA4,FBLN1,ITGB8,SMOC2,COL3A1,CSPG4,COL2A1,LOX,TIMP2,TNC,GPC6,PLXDC2,CRIM1,ECM2,ECM1,C1QTNF3,SFRP2,APOA4,EFEMP1,CTGF,ITGA11,PRRX1,COL14A1,EMILIN1,THY1,NID1,ALB,FZD7,CDH1,OGN,DCN,HTRA3,ARSB,COL4A4,FSTL1,C1QTNF5,COPZ2,NNMT,GREM1,COL1A1,CHSY3,TMEM119,NID2	0.000002	0.4196	1.0000	0.919|0.882|0.848|0.779|0.775|0.77|0.657|0.645|0.641|0.625|0.6|0.388|0.388|0.38|0.332|0.328|0.298|0.286|0.272|0.269|0.257|0.243|0.238|0.238|0.23|0.226|0.212|0.212|0.204|0.186|0.183|0.174|0.174|0.15|0.149|0.136|0.134|0.132|0.125|0.12|0.115|0.107|0.094|0.084|0.082|0.068|0.06|0.041|0.04|0.037	158|186|213|273|279|285|429|447|454|493|541|1199|1199|1230|1482|1497|1678|1753|1847|1875|1943|2035|2070|2070|2117|2154|2252|2252|2304|2449|2470|2565|2565|2730|2737|2842|2861|2879|2943|2978|3023|3094|3230|3320|3337|3477|3543|3713|3723|3764	19|20|36|12|15|31|28|24|9|11|9|15|16|14|6|4|17|10|8|10|9|8|5|4|5|8|5|12|4|26|6|3|14|8|8|12|4|5|5|7|15|3|3|3|3|2|9|7|3|13
454	22482	cut0.3-471	203 genes including: AKAP6,C8orf34,MYOM3,CKMT2,CORO6,AMPD1,SMCO1,KLHL40,PYGM,MYOT,CDH16,ZNF106,SLC8A2,HSPB2,TXLNB,KLHL41,STAC3,TNNT1,TNNI1,CFL2,SYNPO2L,PLN,MYF6,CASQ2,PDLIM3,MYPN,TMEM38A,ANKRD23,ABRA,FITM1,MYBPC1,HSPB8,LMOD2,NEXN,MYOZ2,PKNOX2,PKIA,SMTNL2,ACTA1,CALML6,MYOZ1,CKB,ARPP21,PDE4DIP,MYLK3,JSRP1,DMTN,PADI2,ANKRD2,CSRP3	0.000001	0.5127	1.0000	1.16|0.82|0.748|0.745|0.674|0.658|0.632|0.631|0.605|0.602|0.56|0.513|0.509|0.506|0.501|0.491|0.48|0.462|0.411|0.364|0.272|0.257|0.25|0.239|0.228|0.228|0.226|0.221|0.196|0.18|0.179|0.163|0.162|0.157|0.149|0.148|0.143|0.116|0.113|0.107|0.105|0.083|0.079|0.069|0.067|0.032|0.028|0.023|0.015|0.01	67|241|303|307|396|426|477|478|538|539|629|747|759|772|793|825|847|921|1108|1326|1847|1943|1999|2063|2130|2130|2154|2188|2364|2497|2510|2638|2649|2670|2737|2745|2787|3016|3042|3094|3117|3330|3361|3465|3488|3825|3878|3926|4015|4079	29|12|19|10|10|10|7|10|14|10|13|14|11|5|7|8|8|7|5|4|7|2|5|7|4|16|5|5|5|4|13|3|7|6|4|5|2|5|4|3|3|5|8|44|9|4|4|8|4|2
455	21940	cut0.15-52	11553 genes including: KDM6A,ELF3,FGFR3,KMT2C,FBXW7,ZFP36L1,ERBB3,CDKN2A,RHOB,NFE2L2,C2orf16,C3orf70,ERBB2,KLF5,FREM2,RXRA,HRAS,SPTA1,AHR,DIAPH2,KRAS,MICAL2,SCN1A,TCHH,ACTB,PTEN,AKAP6,EPHA2,MECOM,TRIO,NCOA1,LRRCC1,DENND5B,LRP2,ATN1,C5orf42,SSH3,FBN2,HFM1,RIMS2,ZFP36L2,CD101,PLCB1,MAN2A1,UNC13C,WDR17,EXPH5,ALPK2,PLEKHH2,ABCB5	0.000666	0.5239	1.0000	2.708|2.367|2.209|2.173|1.885|1.847|1.752|1.742|1.713|1.584|1.491|1.471|1.434|1.414|1.394|1.357|1.337|1.29|1.288|1.288|1.252|1.241|1.239|1.22|1.209|1.205|1.16|1.16|1.159|1.153|1.148|1.139|1.126|1.124|1.118|1.118|1.116|1.099|1.099|1.098|1.098|1.074|1.074|1.071|1.067|1.066|1.064|1.06|1.059|1.05	4|7|8|9|14|15|17|18|20|23|27|29|33|35|36|39|42|47|49|49|51|53|54|56|57|58|67|67|68|69|70|71|73|74|76|76|77|80|80|82|82|86|86|87|89|90|91|92|94|97	104|52|57|79|33|30|43|27|25|26|24|19|50|22|38|23|17|41|23|21|15|23|30|32|17|16|29|22|19|34|22|18|19|41|16|26|17|34|19|21|15|17|18|15|21|17|24|20|20|19
