System.names	No.genes	Selection.pressure	p	q	Genes	Gene.ranks	Signal
E2F3	290	0.0011	0.576	0.9747	AMH|KCNA3|BCL2|CFDP1|LCP1|KLF5|VDAC2|THUMPD1|POLD4|RPIA|CASP8|IDI1|POLD3|HOXC6|FAM120A|ACOX1|GALNS|CDC45|SEC23B|EREG	9|70|106|126|126|142|144|160|186|190|248|269|269|280|358|373|442|456|479|513	6.23|5.51|5.34|-5.28|5.28|5.21|-5.19|5.13|5.04|5.02|4.84|-4.77|4.77|4.75|4.58|4.54|4.39|-4.36|-4.31|4.25
ZNF529	192	0.0014	0.577	0.9747	ABCD4|TIMP1|RRP12|TTLL12|RBM39|HMGA1|BST2|C9|TICAM1|USP24|TUSC3|CEP68|ZNF593|PTPRG|ZNF354A|FIBP|CORO1A|CRLF3|IFI30|SERPINI1	10|100|110|117|142|152|228|280|280|297|362|364|369|388|494|543|618|683|692|721	6.12|-5.38|5.33|5.3|5.21|5.15|4.9|4.75|4.75|4.71|4.57|4.56|-4.55|-4.51|-4.29|4.19|4.07|3.97|-3.96|-3.92
MAX	220	0.0012	0.578	0.9747	AMH|WBP4|TIAM1|PLAGL2|ENDOD1|B4GALT6|ARHGAP6|KIAA0040|RPS17|C1QL1|ABCB9|RNF115|TLE1|TAF6L|WNT5A|JOSD1|OVGP1|GATA4|WDR45L|ANKRD40	9|27|33|61|117|120|148|168|176|194|199|209|216|228|248|307|312|344|436|494	6.23|5.81|5.74|5.55|-5.3|5.29|5.16|-5.1|5.07|5.01|5|4.96|4.93|4.9|-4.84|4.7|4.69|4.62|4.42|-4.29
PAX4	266	0.0012	0.578	0.9747	RPL17|KRT33A|RPL12|PTCH1|CLPS|B4GALT6|BCAS1|VDAC2|ARHGAP6|RPS19|TULP1|PLXNA2|THUMPD1|RPL38|RPS17|TMSB15A|GFPT2|M6PR|BMP3|TUSC3	23|25|31|47|49|120|143|144|148|148|152|156|160|168|176|184|199|202|338|362	5.85|5.84|5.76|5.63|5.62|5.29|-5.2|-5.19|5.16|5.16|5.15|5.14|5.13|-5.1|5.07|-5.05|-5|-4.99|4.63|4.57
ZBTB43	269	0.0012	0.578	0.9747	RABEPK|POP5|ABCD4|ALDH9A1|TNFRSF8|B4GALT6|SEC22B|POLD3|NFAT5|C1orf9|VPS11|SNX27|ESD|GATA4|HP|FLT3|HOXD8|PCDHGA12|EIF1|LIG1	1|2|10|61|103|120|259|269|312|319|319|333|344|344|352|369|373|438|450|459	6.47|6.45|6.12|5.55|5.36|5.29|4.8|4.77|-4.69|4.67|4.67|-4.64|-4.62|4.62|4.59|4.55|4.54|-4.41|-4.37|4.35
ADNP	309	0.0011	0.583	0.9747	ZC3H4|NSMAF|ALDH9A1|ARL6IP1|BUB3|UTF1|RPS19|SEC22B|SEC62|BAIAP3|HMGB1|GRLF1|PLAT|ZNF273|ARCN1|SKIV2L2|SEC23B|TOP1|ATP11B|UBE2N	4|52|61|64|70|115|148|259|269|289|293|327|333|397|426|426|479|485|494|513	6.37|5.59|5.55|5.53|5.51|5.31|5.16|4.8|4.77|4.73|-4.72|4.65|4.64|-4.49|-4.44|4.44|-4.31|4.3|4.29|4.25
LEF1	342	0.001	0.583	0.9747	ZC3H4|AKAP12|GATA3|BPGM|RIN2|RRN3|HIST1H2AE|FMOD|DST|THOC2|FCER1G|KIAA0040|TCERG1|CD14|DSTN|ADAM28|IL1B|FHL2|AOX1|CEP68	4|18|19|43|72|77|80|110|112|115|129|168|172|207|251|257|289|348|351|364	6.37|6|5.95|5.68|-5.5|5.48|5.46|5.33|5.32|5.31|5.27|-5.1|-5.08|4.97|-4.83|4.81|-4.73|-4.61|-4.6|4.56
HNF1B	137	0.0014	0.584	0.9747	BDNF|ABCC10|SLC2A3|SORBS2|TTLL3|BLVRB|WDR46|LYPLA1|DHCR24|DOK1|PLEK|PHKA2|ANKRD40|HMGA2|CRABP1|HAAO|COL3A1|CUX1|FBLN2|PTPN1	27|75|91|96|146|179|216|222|275|351|382|402|494|580|618|771|789|821|954|983	5.81|5.49|5.41|-5.39|5.17|-5.06|-4.93|4.91|4.76|-4.6|-4.52|-4.48|-4.29|-4.14|-4.07|3.86|3.84|-3.76|-3.6|-3.57
ERG	348	0.0011	0.585	0.9747	SPON1|AKAP12|BDNF|BTBD3|ALDH9A1|CAMSAP1|SORBS2|FMOD|CAMSAP1L1|THOC2|ARHGEF17|HYAL3|TAF6L|FADS1|STARD13|BST1|LDB2|IL1B|RNASE2|VWF	16|18|27|39|61|61|96|110|115|115|126|202|228|238|269|275|280|289|289|327	-6.04|6|5.81|-5.71|5.55|5.55|-5.39|5.33|5.31|5.31|-5.28|4.99|4.9|4.86|4.77|4.76|4.75|-4.73|4.73|-4.65
ZNF267	261	0.0012	0.586	0.9747	PTCH1|RAB3GAP2|ARL4A|LCP1|BCAS1|RAP2A|RECQL|UBE2A|BMPR2|AOX1|SNX13|WDR45L|EIF1|GP1BB|UBE2N|AEBP1|TOPORS|DUSP2|C18orf25|TXNDC9	47|54|70|126|143|164|202|210|244|351|432|436|450|513|513|543|543|631|639|647	5.63|5.58|5.51|5.28|-5.2|5.11|4.99|-4.95|-4.85|-4.6|-4.43|4.42|-4.37|4.25|4.25|-4.19|-4.19|4.05|-4.03|-4.02
NR4A2	298	0.001	0.586	0.9747	ARL4A|SLC2A3|PTPRCAP|FMOD|TTLL12|RPL38|TNFAIP3|M6PR|RECQL|ARID4A|MAGI2|TNKS|ARNTL|SNRPC|STARD13|TICAM1|C1orf9|SNX27|EXTL3|ZNF593	70|91|96|110|117|168|184|202|202|209|216|228|236|261|269|280|319|333|344|369	5.51|5.41|5.39|5.33|5.3|-5.1|5.05|-4.99|4.99|4.96|4.93|4.9|-4.87|4.79|4.77|4.75|4.67|-4.64|-4.62|-4.55
HIC2	226	0.001	0.589	0.9747	AMH|ARPC2|ABCF1|SMAP1|SLC2A3|LCP1|SUPT5H|GRAP2|THBD|EIF5|USP46|ACOX1|HOXD8|UVRAG|MDH1|DOK2|AEBP1|APBB2|PARN|TRAF3IP3	9|54|56|56|91|126|184|207|269|293|358|373|373|436|472|503|543|618|655|683	6.23|5.58|5.57|-5.57|5.41|5.28|5.05|4.97|4.77|-4.72|-4.58|4.54|4.54|-4.42|4.33|-4.27|-4.19|-4.07|-4.01|3.97
MEIS1	218	0.0013	0.594	0.9747	TXNL4A|MTMR11|TSN|LOC100129361|UTF1|ARHGAP6|RAP2A|BLVRB|KLC1|CD14|SERPINA5|TICAM1|IL1B|PLAT|GATA4|USP46|HOXD8|OAS1|PTPRG|PCDHGA12	12|25|61|77|115|148|164|179|205|207|275|280|289|333|344|358|373|382|388|438	6.1|-5.84|5.55|5.48|5.31|5.16|5.11|-5.06|4.98|4.97|4.76|4.75|-4.73|4.64|4.62|-4.58|4.54|4.52|-4.51|-4.41
ETV6	222	0.0011	0.594	0.9747	POP5|KCNA3|HOMER2|DST|VWA5A|SRSF3|DSCR3|BMPR2|C9|ZFPL1|DDIT4|ESD|GATA4|PGAP1|PEA15|CDKN1B|KCNJ15|RFC1|HEXB|ICAM4	2|70|87|112|129|135|238|244|280|319|344|344|344|373|392|407|499|529|566|586	6.45|5.51|5.42|5.32|5.27|-5.24|4.86|-4.85|4.75|-4.67|-4.62|-4.62|4.62|4.54|4.5|-4.47|4.28|-4.22|4.16|-4.13
CNBP	315	0.001	0.594	0.9747	AKAP12|BDNF|WBP4|PIK3C3|TSN|RFK|CS|ABCC10|SLC2A3|SLC25A36|CAMSAP1L1|SETD3|HBXIP|STXBP3|NCOA1|CCDC6|OVGP1|PWP1|CEP68|SEPT7	18|27|27|39|61|63|66|75|91|110|115|179|234|244|257|297|312|358|364|382	6|5.81|5.81|5.71|5.55|5.54|5.52|5.49|5.41|-5.33|5.31|5.06|-4.88|-4.85|4.81|4.71|4.69|4.58|4.56|4.52
STAT6	394	0.001	0.596	0.9747	MANF|PSMC1|MTF1|RAD23B|HLA-DMA|CFDP1|RBM39|VDAC2|CA11|PLCB2|SLC25A12|HYAL3|WNK1|CNPY3|RNF41|DSTN|POLD3|BAIAP3|DBF4|MRPS11	30|36|39|100|110|126|142|144|164|187|194|202|219|248|248|251|269|289|307|307	5.77|5.72|5.71|5.38|5.33|-5.28|5.21|-5.19|5.11|5.03|5.01|4.99|4.92|-4.84|-4.84|-4.83|4.77|4.73|4.7|-4.7
MEF2B	228	0.0011	0.597	0.9747	AKAP12|MANF|DST|ENDOD1|LILRB2|CUL5|BMI1|CAPN2|SRGN|PLEKHB1|SEC24B|HP|P2RX1|RPS6KA3|C11orf51|CDK2AP2|LYPLA2|BEX4|PSMD13|RELN	18|30|112|117|176|205|275|307|312|333|338|352|376|388|415|415|479|518|566|574	6|5.77|5.32|-5.3|-5.07|4.98|4.76|-4.7|-4.69|4.64|4.63|4.59|4.53|4.51|4.46|4.46|4.31|-4.24|-4.16|-4.15
CBFA2T3	273	0.001	0.598	0.9747	NCKAP1L|BCL2|CAMSAP1L1|RPS17|BST2|PIGH|GPLD1|IL1B|OVGP1|SLC1A3|FHL2|ITGA6|ISCA1|CDK2AP2|ABP1|BLK|SCHIP1|PATZ1|PARN|LST1	82|106|115|176|228|228|284|289|312|338|348|388|402|415|467|467|558|574|655|692	-5.45|5.34|5.31|5.07|4.9|-4.9|4.74|-4.73|4.69|4.63|-4.61|-4.51|4.48|4.46|-4.34|4.34|4.17|-4.15|-4.01|-3.96
ZNF274	160	0.0014	0.599	0.9747	ADA|FABP5|ARID4A|ARNTL|PLK1|FCGR3A|FAM131A|IL11RA|BUB1B|HIST1H2AD|APBB2|C18orf25|TUBB2C|KIAA0494|S1PR1|SPA17|ITGB1BP1|CAMTA2|H2AFV|NME3	43|75|209|236|244|269|499|518|529|610|618|639|660|695|727|771|856|939|939|983	5.68|5.49|4.96|-4.87|4.85|4.77|4.28|4.24|-4.22|4.08|-4.07|-4.03|4|3.95|3.91|-3.86|-3.71|-3.62|3.62|-3.57
ZFC3H1	232	0.0011	0.6	0.9747	COX10|CEP110|SORBS2|GOLGB1|BBOX1|BTAF1|ZNF318|ABLIM1|OSTF1|WIPI1|SNX13|BRCA1|PUM1|DIDO1|VPS13B|IRF1|FCHO1|ATP10D|CES1|KIAA1109	4|46|96|100|137|160|312|338|392|426|432|586|606|624|624|639|692|695|706|706	6.37|-5.67|-5.39|-5.38|5.23|5.13|4.69|4.63|-4.5|4.44|-4.43|4.13|4.09|4.06|-4.06|-4.03|-3.96|-3.95|-3.94|3.94
MZF1	354	0.001	0.603	0.9747	CPT1B|POLR2F|RBM39|BCAS1|ACOT7|PLCB2|SERPINB6|UBA7|FCGR3A|BMI1|SC4MOL|NR2C1|MRFAP1L1|DDIT4|USP46|ACOX1|PGAP1|ACP5|PHKA2|TAL1	21|139|142|143|146|187|194|199|269|275|307|312|327|344|358|373|373|376|402|459	5.9|5.22|5.21|-5.2|-5.17|5.03|5.01|-5|4.77|4.76|4.7|4.69|4.65|-4.62|-4.58|4.54|4.54|-4.53|-4.48|4.35
YY1	267	0.0011	0.606	0.9747	POP5|TFF2|KCNAB2|TSN|UBE2E1|BBOX1|THUMPD1|RPIA|ZBTB16|DYNLT3|NR1D1|R3HDM1|SEC22B|HMGB1|FAM120A|ZMIZ2|GALNT1|FSCN2|DOK2|UBE2N	2|22|52|61|87|137|160|190|190|194|244|251|259|293|358|432|485|494|503|513	6.45|5.88|5.59|5.55|5.42|5.23|5.13|5.02|5.02|5.01|4.85|4.83|4.8|-4.72|4.58|-4.43|-4.3|-4.29|-4.27|4.25
SHOX2	282	0.001	0.606	0.9747	ZBTB43|SAA1|RPL12|ARL4A|FMOD|CLK1|VDAC2|ACOT7|KCNA5|ATP5C1|SETD3|ETS2|M6PR|WDR46|TAF6L|ADD1|SOD1|TTF1|LPHN3|HMGB1	11|13|31|70|110|135|144|146|156|160|179|184|202|216|228|234|234|234|259|293	6.11|6.09|5.76|5.51|5.33|5.24|-5.19|-5.17|5.14|5.13|5.06|5.05|-4.99|-4.93|4.9|4.88|-4.88|4.88|-4.8|-4.72
SOX4	254	0.001	0.609	0.9747	ROR1|QPCT|BTBD3|ABCF1|KCNA3|VPRBP|BCL2|DST|SNRNP27|LRRC32|FADS1|PMPCA|ZNF318|EXTL3|C11orf49|DOK1|MXRA5|CDK2AP2|TAL1|ICAM1	6|29|39|56|70|91|106|112|135|164|238|257|312|344|351|351|362|415|459|485	6.33|5.78|-5.71|5.57|5.51|-5.41|5.34|5.32|5.24|5.11|4.86|-4.81|4.69|-4.62|4.6|-4.6|4.57|4.46|4.35|4.3
MYB	171	0.0012	0.614	0.9747	LDHA|AKAP12|MANF|HLA-DMA|NFATC4|SOD1|DSTN|VPS11|SLC1A3|TNFAIP2|NDUFS1|BUB1B|RAG2|ERCC3|MBD3|NCF4|SERPINI1|MYOG|TRIM9|CD8A	5|18|30|110|230|234|251|319|338|415|524|529|534|566|631|673|721|789|875|898	6.34|6|5.77|5.33|4.89|-4.88|-4.83|4.67|4.63|-4.46|4.23|-4.22|4.21|-4.16|-4.05|3.99|-3.92|3.84|-3.69|-3.67
ZEB2	306	0.001	0.617	0.9747	SPON1|BDNF|DENND5A|ALDH9A1|RIN2|UBE2E1|UTF1|FCER1G|SNRNP27|SRSF3|DRG1|LILRB2|SAT1|CD14|PLA2G4C|NQO1|ETFDH|ADAM28|FCGR3A|BANF1	16|27|46|61|72|87|115|129|135|135|152|176|190|207|212|230|244|257|269|293	-6.04|5.81|5.67|5.55|-5.5|5.42|5.31|5.27|5.24|-5.24|5.15|-5.07|5.02|4.97|4.94|4.89|-4.85|4.81|4.77|4.72
ZBTB22	290	0.001	0.62	0.9747	RABEPK|MANF|PSMC1|MTF1|PRKAR1B|FABP5|SLC25A3|RAD23B|TIMP1|BCL2|RRP12|GCNT2|ACOT7|KCNA5|PLXNA2|ATP5C1|WDR46|ETFDH|RNF41|SNRPC	1|30|36|39|66|75|93|100|100|106|110|126|146|156|156|160|216|244|248|261	6.47|5.77|5.72|5.71|-5.52|5.49|5.4|5.38|-5.38|5.34|5.33|5.28|-5.17|5.14|5.14|5.13|-4.93|-4.85|-4.84|4.79
HSF1	234	0.0011	0.623	0.9747	TIAM1|ADA|CAMTA1|SNRNP40|SOD1|BMPR2|NCOA1|LMAN2|CCDC6|USP46|MXRA5|SKIV2L2|MET|STK25|TAL1|ZBTB48|EIF2B5|RFC1|POLR3F|HLA-DPA1	33|43|80|199|234|244|257|284|297|358|362|426|432|450|459|479|494|529|566|639	5.74|5.68|5.46|5|-4.88|-4.85|4.81|4.74|4.71|-4.58|4.57|4.44|4.43|4.37|4.35|-4.31|4.29|-4.22|4.16|-4.03
ARNTL	236	0.0011	0.625	0.9747	RABEPK|DENND5A|RRN3|BCL2|TNFAIP3|PLCB2|PMPCA|SEC22B|STMN1|ATP5D|DOK1|NR4A2|LCP2|N4BP3|RAG2|GZMK|ABCB1|CFLAR|DUSP6|EVI2B	1|46|77|106|184|187|257|259|316|321|351|364|402|467|534|547|574|598|618|624	6.47|5.67|5.48|5.34|5.05|5.03|-4.81|4.8|4.68|4.66|-4.6|4.56|4.48|-4.34|4.21|4.18|-4.15|4.11|-4.07|-4.06
ZNF646	157	0.0013	0.628	0.9747	RDBP|POLR2F|GFPT2|BST2|GOSR1|GATA4|ITGB3|ACOX1|KDM6B|ISCA1|PCDHGA12|SLC17A1|ZFR|SPG11|ALOX15|S1PR1|PSMG1|RBL1|SPTAN1|GPA33	70|139|199|228|307|344|348|373|373|402|438|439|543|655|673|727|747|756|756|809	5.51|5.22|-5|4.9|4.7|4.62|-4.61|4.54|-4.54|4.48|-4.41|-4.4|-4.19|-4.01|-3.99|3.91|3.89|3.88|3.88|-3.78
ZFYVE16	271	0.001	0.629	0.9747	NCKAP1L|SLC25A3|GOLGB1|RANBP6|PHF21A|SAT1|C1QL1|DYNLT3|TNKS|MARCH2|FCGR3A|ZNF318|PLEKHB1|PWP1|CDH18|FLT3|ALDOC|C11orf51|IGF1|UGT2B7	82|93|100|137|156|190|194|194|228|251|269|312|333|358|369|369|407|415|415|426	-5.45|5.4|-5.38|5.23|-5.14|5.02|5.01|5.01|4.9|4.83|4.77|4.69|4.64|4.58|-4.55|4.55|4.47|4.46|-4.46|4.44
ZNF460	203	0.001	0.63	0.9747	KRT33A|HADHA|PLXNA2|SAT1|GFPT2|TP53I3|WDR73|NFAT5|PIK3IP1|CBARA1|ABP1|CSRP1|MDH1|LYPLA2|LCT|ARR3|RPL34|KRT76|PTPRO|ARHGDIA	25|152|156|190|199|212|253|312|333|456|467|467|472|479|494|499|590|692|721|747	5.84|5.15|5.14|5.02|-5|4.94|-4.82|-4.69|4.64|-4.36|-4.34|4.34|4.33|4.31|4.29|4.28|-4.12|-3.96|-3.92|-3.89
HOXA1	197	0.001	0.631	0.9747	GATA3|TFF2|MTHFS|KIAA0182|RAB3GAP2|CAMSAP1|ARL6IP1|PTPRCAP|CAMSAP1L1|ENDOD1|BCAS1|RPIA|C1QL1|GRAP2|NR1D1|MYO1B|EEF2|VPS11|SPAG7|CDK2AP2	19|22|32|52|54|61|64|96|115|117|143|190|194|207|244|280|307|319|382|415	5.95|5.88|5.75|5.59|5.58|5.55|5.53|5.39|5.31|-5.3|-5.2|5.02|5.01|4.97|4.85|-4.75|-4.7|4.67|4.52|4.46
TAF5	273	0.001	0.631	0.9747	POU3F2|QPCT|BUB3|TPP1|SRSF3|KIF3B|TCERG1|SLC25A12|SNRNP40|LYPLA1|ZEB2|R3HDM1|STARD13|PFAS|BAIAP3|C1orf9|TNFRSF10B|TOP1|DOK2|ENO2	18|29|70|101|135|161|172|194|199|222|222|251|269|284|289|319|369|485|503|503	6|5.78|5.51|5.37|-5.24|5.12|-5.08|5.01|5|4.91|4.91|4.83|4.77|-4.74|4.73|4.67|-4.55|4.3|-4.27|-4.27
DLX5	287	0.001	0.632	0.9747	SPON1|KRT33A|BPGM|KIAA0182|HOMER2|FMOD|SRRT|ACADL|SPAG9|TRIM29|BLVRB|SNX27|PTPRG|ABP1|KPNA2|PCK1|KCNJ15|RBP4|MIPEP|LIMS1	16|25|43|52|87|110|120|129|135|169|179|333|388|467|467|479|499|503|574|586	-6.04|5.84|5.68|5.59|5.42|5.33|5.29|-5.27|5.24|5.09|-5.06|-4.64|-4.51|-4.34|-4.34|4.31|4.28|-4.27|-4.15|-4.13
E2F5	243	0.001	0.632	0.9747	SPON1|MGST3|RAD23B|DST|SRSF3|KIAA0040|SERPINB6|MAT2A|NQO1|SPRY2|ABLIM1|ACO1|SCAMP1|SLC5A6|WIPI1|PCDHGA12|KCNJ15|HEXB|VGLL4|PARN	16|91|100|112|135|168|194|219|230|316|338|358|392|415|426|438|499|566|566|655	-6.04|5.41|5.38|5.32|-5.24|-5.1|5.01|4.92|4.89|-4.68|4.63|-4.58|4.5|4.46|4.44|-4.41|4.28|4.16|-4.16|-4.01
PITX1	206	0.001	0.637	0.9747	RABEPK|MTHFD2|DNM1L|POLR2F|PHF21A|BTAF1|RNF167|TRIM29|RPIA|CD14|TLE1|MAT2A|NCOA1|NFAT5|SELE|AOX1|APOBEC3F|CUL7|AHCY|FAM131A	1|75|84|139|156|160|160|169|190|207|216|219|257|312|327|351|397|415|467|499	6.47|-5.49|5.43|5.22|-5.14|5.13|5.13|5.09|5.02|4.97|4.93|4.92|4.81|-4.69|-4.65|-4.6|-4.49|-4.46|4.34|4.28
KDM5A	222	0.001	0.639	0.9747	MTF1|CAMSAP1|TNFRSF8|KCNA5|THUMPD1|NFX1|NR1D1|VPS11|CEP68|HOXD8|KDM6B|CTF1|RNASE6|WIPI1|CDC45|BLK|ATP6V0A2|LYN|NPTX1|PLAUR	39|61|103|156|160|228|244|319|364|373|373|382|426|426|456|467|518|558|574|580	5.71|5.55|5.36|5.14|5.13|4.9|4.85|4.67|4.56|4.54|-4.54|-4.52|-4.44|4.44|-4.36|4.34|-4.24|-4.17|-4.15|4.14
STAT2	286	9e-04	0.64	0.9747	CST7|PSMC1|KIAA0141|ABCC10|TPP1|HMGA1|PTPRE|POLD4|GFPT2|NFX1|DBF4|ZNF318|TNFRSF10B|OAS1|FLT1|ATP6V0A2|COPE|OAS2|MXRA7|PDE4B	36|36|40|75|101|152|176|186|199|228|307|312|369|382|426|518|524|529|547|566	5.72|5.72|5.69|5.49|5.37|5.15|-5.07|5.04|-5|4.9|4.7|4.69|-4.55|4.52|4.44|-4.24|4.23|4.22|-4.18|-4.16
PCGF2	217	0.001	0.645	0.9747	TIAM1|NSMAF|NCKAP1L|CAMSAP1L1|ABHD5|SETD3|STARD13|CREG1|FHL2|THBS2|WIPI1|ICAM1|RBP4|GP1BB|ATP6V0A2|MXRA7|MGLL|LAMB2|PFKM|STC2	33|52|82|115|139|179|269|307|348|348|426|485|503|513|518|547|574|647|678|692	5.74|5.59|-5.45|5.31|5.22|5.06|4.77|4.7|-4.61|-4.61|4.44|4.3|-4.27|4.25|-4.24|-4.18|4.15|-4.02|-3.98|-3.96
TSC22D4	264	9e-04	0.645	0.9747	BDNF|PLAGL2|BUB3|SRSF3|FMNL1|SETD3|TMSB15A|HBXIP|TICAM1|ADM|CDK2AP2|NCLN|PCDHGA12|ABP1|RHOG|BUB1B|DYNC1H1|RB1CC1|LDB1|LIMS1	27|61|70|135|168|179|184|234|280|388|415|415|438|467|509|529|529|566|586|586	5.81|5.55|5.51|-5.24|5.1|5.06|-5.05|-4.88|4.75|4.51|4.46|4.46|-4.41|-4.34|4.26|-4.22|4.22|4.16|4.13|-4.13
HMGA1	307	8e-04	0.647	0.9747	LDHA|AMH|VPS13D|GATA3|PIK3C3|BCL2|POLR2F|RPS19|THUMPD1|RPL38|PMVK|DSCR3|RNASE2|ATP5D|SLC26A2|ITGB3|CDKN1B|ALDOA|GALNS|CDC45	5|9|15|19|39|106|139|148|160|168|228|238|289|321|327|348|407|418|442|456	6.34|6.23|6.05|5.95|5.71|5.34|5.22|5.16|5.13|-5.1|-4.9|4.86|4.73|4.66|-4.65|-4.61|-4.47|-4.45|4.39|-4.36
TRAFD1	200	0.001	0.648	0.9747	TXNL4A|BTBD3|DENND5A|NCKAP1L|SLC2A3|DST|SETD3|PIGH|NQO1|ARNTL|BMI1|ATP5D|FHL2|PEA15|CDKN1B|UVRAG|SYNJ1|MIPEP|PSMB9|PLAUR	12|39|46|82|91|112|179|228|230|236|275|321|348|392|407|436|529|574|574|580	6.1|-5.71|5.67|-5.45|5.41|5.32|5.06|-4.9|4.89|-4.87|4.76|4.66|-4.61|4.5|-4.47|-4.42|4.22|-4.15|4.15|4.14
LHX2	252	9e-04	0.648	0.9747	COX10|CPT1B|BDNF|ST5|TULP1|KIF3B|TMSB15A|LYPLA1|POLD1|KRT5|GPLD1|FBXO9|STMN1|CTF1|TNFRSF4|UGT2B7|SNX13|PCDHGA12|EIF1|RASA2	4|21|27|93|152|161|184|222|253|257|284|289|316|382|382|426|432|438|450|485	6.37|5.9|5.81|5.4|5.15|5.12|-5.05|4.91|4.82|-4.81|4.74|-4.73|4.68|-4.52|4.52|4.44|-4.43|-4.41|-4.37|-4.3
ARNT	189	0.001	0.649	0.9747	QPCT|LRRC32|KIAA0040|HYAL3|UBE2A|SEPT7|SPAG7|CUL7|EIF1|ATP11B|ARR3|IFIT1|ZNF222|RELN|PRKCSH|HLA-DPA1|TGM3|ERP29|XCL2|ZNF24	29|164|168|202|210|382|382|415|450|494|499|534|543|574|598|639|747|848|863|875	5.78|5.11|-5.1|4.99|-4.95|4.52|4.52|-4.46|-4.37|4.29|4.28|4.21|-4.19|-4.15|4.11|-4.03|3.89|-3.72|-3.7|-3.69
SPI1	308	9e-04	0.651	0.9747	GATA3|QPCT|PLAGL2|NLGN4Y|NCKAP1L|CAMSAP1L1|CLCN7|ACADL|FCER1G|SNRNP27|HADHA|LRRC32|HNRNPK|LILRB2|GFPT2|HYAL3|M6PR|MYO1B|USP24|PTPRN2	19|29|61|78|82|115|126|129|129|135|152|164|168|176|199|202|202|280|297|333	5.95|5.78|5.55|5.47|-5.45|5.31|5.28|-5.27|5.27|5.24|5.15|5.11|5.1|-5.07|-5|4.99|-4.99|-4.75|4.71|4.64
NR4A3	206	0.001	0.652	0.9747	KCNAB1|VWA5A|TTLL3|PTPRE|SCCPDH|SERPINB6|RNF115|CTNND1|CUL3|NR4A2|SLC5A6|PCDHGA12|RENBP|HNRNPA0|DUSP2|NMT1|DUSP4|DDX21|MLLT11|KRT15	14|129|146|176|179|194|209|216|297|364|415|438|503|558|631|673|798|875|909|974	6.07|5.27|5.17|-5.07|5.06|5.01|4.96|-4.93|-4.71|4.56|4.46|-4.41|-4.27|-4.17|4.05|-3.99|3.81|3.69|3.66|-3.58
RELB	354	9e-04	0.652	0.9747	KCNAB1|SLC25A16|BTBD3|SERPINA1|RDBP|ABCC10|RRN3|DNM1L|ATP6V0C|TNFRSF8|CAMSAP1L1|POLR2F|TMSB15A|E2F3|STXBP3|SEC62|CCDC6|ZFPL1|SLC26A2|SNX27	14|36|39|63|70|75|77|84|100|103|115|139|184|244|244|269|297|319|327|333	6.07|5.72|-5.71|5.54|5.51|5.49|5.48|5.43|-5.38|5.36|5.31|5.22|-5.05|4.85|-4.85|4.77|4.71|-4.67|-4.65|-4.64
TGIF1	276	8e-04	0.653	0.9747	WBP4|WISP2|MGST3|GOLGB1|TNFRSF8|SLC25A36|TCERG1|TNFAIP3|GRAP2|PLA2G4C|KIF3A|STMN1|ATP5D|THBS2|CEP68|ACP5|CAPG|SPAG7|TNFRSF4|STK16	27|87|91|100|103|110|172|184|207|212|219|316|321|348|364|376|376|382|382|418	5.81|5.42|5.41|-5.38|5.36|-5.33|-5.08|5.05|4.97|4.94|4.92|4.68|4.66|-4.61|4.56|-4.53|4.53|4.52|4.52|4.45
ZNF146	314	8e-04	0.653	0.9747	MANF|KIAA0141|U2AF2|KCNAB2|ALDH9A1|SORBS2|HLA-DMA|SLC25A36|CLCN7|RANBP6|ATP5C1|HSPA13|PMF1|PIGH|SEC22B|PADI2|VPS11|MRFAP1L1|SNX27|TBCE	30|40|49|52|61|96|110|110|126|137|160|184|186|228|259|261|319|327|333|402	5.77|5.69|-5.62|5.59|5.55|-5.39|5.33|-5.33|5.28|5.23|5.13|-5.05|5.04|-4.9|4.8|-4.79|4.67|4.65|-4.64|4.48
CREB3	252	9e-04	0.655	0.9747	MTHFS|PTCH1|MGST3|SPAG9|ABHD5|GTF2I|RPS17|MAT2A|EEF2|NR2C1|UBFD1|SLC26A2|OAS1|PCDHGA12|TTI1|TAL1|SEC23B|COPS8|HEXB|MIPEP	32|47|91|135|139|172|176|219|307|312|316|327|382|438|450|459|479|558|566|574	5.75|5.63|5.41|5.24|5.22|-5.08|5.07|4.92|-4.7|4.69|-4.68|-4.65|4.52|-4.41|-4.37|4.35|-4.31|-4.17|4.16|-4.15
TLX1	189	0.001	0.658	0.9747	VPS13D|TFF2|ALDH9A1|SORBS2|ARHGAP6|HIST1H3D|SULT4A1|MPG|LMAN2|CD3G|GRLF1|PLEKHB1|TKTL1|SLC17A1|ABP1|N4BP3|ANKRD40|CACNA2D1|BAI3|IL8	15|22|61|96|148|156|205|269|284|327|327|333|432|439|467|467|494|633|673|747	6.05|5.88|5.55|-5.39|5.16|5.14|4.98|4.77|4.74|4.65|4.65|4.64|-4.43|-4.4|-4.34|-4.34|-4.29|-4.04|-3.99|3.89
